species	subtype	cnt	cnt.est	method	sample	coverage
Klebsiella pneumoniae	smdA	1.0	1.0	binning-based	LQ	16
Klebsiella pneumoniae	smdB	1.0	1.0	binning-based	LQ	16
Klebsiella pneumoniae	sugE	1.0	1.0	binning-based	LQ	16
Klebsiella pneumoniae	sul2	1.0	0.0	binning-based	LQ	16
Klebsiella pneumoniae	tet(G)	1.0	0.0	binning-based	LQ	16
Klebsiella pneumoniae	tolC	1.0	1.0	binning-based	LQ	16
Klebsiella pneumoniae	ugd	1.0	1.0	binning-based	LQ	16
Legionella pneumophila	aph(9)-I	1.0	1.0	binning-based	LQ	16
Legionella pneumophila	bla*	1.0	1.0	binning-based	LQ	16
Legionella pneumophila	sugE	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	dltA	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	dltB	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	dltC	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	dltD	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	fepA	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	fosX	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	lde	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	lieA	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	lieB	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	mdrL	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	mdrM	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	mdrT	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	mprF	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	rph*	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	sugE	2.0	2.0	binning-based	LQ	16
Listeria monocytogenes	vga(G)	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	virA	1.0	1.0	binning-based	LQ	16
Listeria monocytogenes	virB	1.0	1.0	binning-based	LQ	16
Mycobacterium tuberculosis	aac(2')-I	1.0	1.0	binning-based	LQ	16
Mycobacterium tuberculosis	bacA	1.0	1.0	binning-based	LQ	16
Mycobacterium tuberculosis	blaC	1.0	1.0	binning-based	LQ	16
Mycobacterium tuberculosis	drrA	1.0	1.0	binning-based	LQ	16
Mycobacterium tuberculosis	drrB	1.0	1.0	binning-based	LQ	16
Mycobacterium tuberculosis	efpA	1.0	1.0	binning-based	LQ	16
Mycobacterium tuberculosis	erm(37)	1.0	1.0	binning-based	LQ	16
Mycobacterium tuberculosis	jefA	1.0	1.0	binning-based	LQ	16
Mycobacterium tuberculosis	lysX	1.0	1.0	binning-based	LQ	16
Mycobacterium tuberculosis	mfpA	1.0	1.0	binning-based	LQ	16
Mycobacterium tuberculosis	mmpL5	1.0	1.0	binning-based	LQ	16
Mycobacterium tuberculosis	mmpL7	1.0	1.0	binning-based	LQ	16
Mycobacterium tuberculosis	mmr	1.0	1.0	binning-based	LQ	16
Mycobacterium tuberculosis	stp	1.0	1.0	binning-based	LQ	16
Mycobacterium tuberculosis	tap	1.0	1.0	binning-based	LQ	16
Neisseria gonorrhoeae	bacA	1.0	1.0	binning-based	LQ	16
Neisseria gonorrhoeae	farA	1.0	1.0	binning-based	LQ	16
Neisseria gonorrhoeae	farB	1.0	1.0	binning-based	LQ	16
Neisseria gonorrhoeae	macA	1.0	1.0	binning-based	LQ	16
Neisseria gonorrhoeae	macB	1.0	1.0	binning-based	LQ	16
Neisseria gonorrhoeae	mtrC	1.0	1.0	binning-based	LQ	16
Neisseria gonorrhoeae	mtrD	1.0	1.0	binning-based	LQ	16
Neisseria gonorrhoeae	mtrE	1.0	1.0	binning-based	LQ	16
Neisseria gonorrhoeae	mtrF	1.0	1.0	binning-based	LQ	16
Neisseria gonorrhoeae	norM	1.0	0.0	binning-based	LQ	16
Neisseria meningitidis	bacA	1.0	1.0	binning-based	LQ	16
Neisseria meningitidis	farA	1.0	1.0	binning-based	LQ	16
Neisseria meningitidis	farB	1.0	1.0	binning-based	LQ	16
Neisseria meningitidis	macA	1.0	1.0	binning-based	LQ	16
Neisseria meningitidis	macB	1.0	1.0	binning-based	LQ	16
Neisseria meningitidis	mtrC	1.0	1.0	binning-based	LQ	16
Neisseria meningitidis	mtrD	1.0	1.0	binning-based	LQ	16
Neisseria meningitidis	mtrE	1.0	1.0	binning-based	LQ	16
Neisseria meningitidis	mtrF	1.0	1.0	binning-based	LQ	16
Neisseria meningitidis	norM	1.0	0.0	binning-based	LQ	16
Providencia alcalifaciens	aac(6')*	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	arnA	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	arnB	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	arnC	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	arnD	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	arnE	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	arnF	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	arnT	2.0	2.0	binning-based	LQ	16
Providencia alcalifaciens	bacA	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	bla*	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	emrA	2.0	2.0	binning-based	LQ	16
Providencia alcalifaciens	emrB	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	emrD	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	macA	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	macB	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	mdtC	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	mdtG	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	mdtH	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	mdtI	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	mdtJ	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	mdtL	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	qnr*	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	smdA	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	smdB	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	sugE	1.0	1.0	binning-based	LQ	16
Providencia alcalifaciens	tolC	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	aph(3')-II	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	arnA	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	arnB	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	arnC	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	arnD	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	arnF	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	arnT	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	bacA	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	blaOXA	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	blaPDC	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	catB	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	cprA	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	fosA	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	macB	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mdtI	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mdtJ	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexA	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexB	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexC	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexD	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexE	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexF	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexH	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexI	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexJ	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexK	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexM	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexN	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexP	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexQ	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexV	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexW	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexX	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mexY	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	mprF	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	muxA	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	muxB	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	muxC	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	opmB	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	opmD	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	opmE	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	opmH	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	oprJ	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	oprM	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	oprN	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	pmpM	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	sugE	2.0	2.0	binning-based	LQ	16
Pseudomonas aeruginosa	triA	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	triB	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	triC	1.0	1.0	binning-based	LQ	16
Pseudomonas aeruginosa	ugd	2.0	2.0	binning-based	LQ	16
Salmonella enterica	aac(6')-I	1.0	1.0	binning-based	LQ	16
Salmonella enterica	acrA	1.0	1.0	binning-based	LQ	16
Salmonella enterica	acrB	1.0	1.0	binning-based	LQ	16
Salmonella enterica	acrD	1.0	1.0	binning-based	LQ	16
Salmonella enterica	arnA	1.0	1.0	binning-based	LQ	16
Salmonella enterica	arnB	1.0	1.0	binning-based	LQ	16
Salmonella enterica	arnC	1.0	1.0	binning-based	LQ	16
Salmonella enterica	arnD	1.0	1.0	binning-based	LQ	16
Salmonella enterica	arnE	1.0	1.0	binning-based	LQ	16
Salmonella enterica	arnF	1.0	1.0	binning-based	LQ	16
Salmonella enterica	arnT	1.0	1.0	binning-based	LQ	16
Salmonella enterica	bacA	2.0	2.0	binning-based	LQ	16
Salmonella enterica	bcr	1.0	1.0	binning-based	LQ	16
Salmonella enterica	dinF	1.0	1.0	binning-based	LQ	16
Salmonella enterica	emrA	1.0	1.0	binning-based	LQ	16
Salmonella enterica	emrB	1.0	1.0	binning-based	LQ	16
Salmonella enterica	emrD	1.0	1.0	binning-based	LQ	16
Salmonella enterica	eptA	1.0	1.0	binning-based	LQ	16
Salmonella enterica	eptB	1.0	1.0	binning-based	LQ	16
Salmonella enterica	fsr	1.0	1.0	binning-based	LQ	16
Salmonella enterica	macA	1.0	1.0	binning-based	LQ	16
Salmonella enterica	macB	1.0	1.0	binning-based	LQ	16
Salmonella enterica	mdfA	1.0	1.0	binning-based	LQ	16
Salmonella enterica	mdsA	1.0	1.0	binning-based	LQ	16
Salmonella enterica	mdsB	1.0	1.0	binning-based	LQ	16
Salmonella enterica	mdsC	1.0	1.0	binning-based	LQ	16
Salmonella enterica	mdtA	1.0	1.0	binning-based	LQ	16
Salmonella enterica	mdtB	1.0	1.0	binning-based	LQ	16
Salmonella enterica	mdtC	1.0	1.0	binning-based	LQ	16
Salmonella enterica	mdtG	1.0	1.0	binning-based	LQ	16
Salmonella enterica	mdtH	1.0	1.0	binning-based	LQ	16
Salmonella enterica	mdtI	1.0	1.0	binning-based	LQ	16
Salmonella enterica	mdtJ	1.0	1.0	binning-based	LQ	16
Salmonella enterica	mdtK	1.0	1.0	binning-based	LQ	16
Salmonella enterica	mdtL	1.0	1.0	binning-based	LQ	16
Salmonella enterica	mdtM	1.0	1.0	binning-based	LQ	16
Salmonella enterica	mdtQ	1.0	1.0	binning-based	LQ	16
Salmonella enterica	smdA	1.0	1.0	binning-based	LQ	16
Salmonella enterica	smdB	1.0	1.0	binning-based	LQ	16
Salmonella enterica	smvA	1.0	1.0	binning-based	LQ	16
Salmonella enterica	sugE	1.0	1.0	binning-based	LQ	16
Salmonella enterica	tolC	1.0	1.0	binning-based	LQ	16
Salmonella enterica	ugd	1.0	1.0	binning-based	LQ	16
Salmonella enterica	yojI	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	abcA	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	bacA	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	dltA	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	dltB	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	dltC	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	dltD	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	farE	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	fosB	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	lmrS	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	mdeA	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	mepA	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	mprF	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	norA	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	norB	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	norC	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	pmtA	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	pmtB	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	pmtC	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	pmtD	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	sdrM	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	sepA	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	tet(38)	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	vraD	1.0	1.0	binning-based	LQ	16
Staphylococcus aureus	vraE	1.0	1.0	binning-based	LQ	16
Staphylococcus pseudintermedius	bacA	1.0	1.0	binning-based	LQ	16
Staphylococcus pseudintermedius	blaZ	1.0	1.0	binning-based	LQ	16
Staphylococcus pseudintermedius	dltA	1.0	1.0	binning-based	LQ	16
Staphylococcus pseudintermedius	dltB	1.0	1.0	binning-based	LQ	16
Staphylococcus pseudintermedius	dltC	1.0	1.0	binning-based	LQ	16
Staphylococcus pseudintermedius	dltD	1.0	1.0	binning-based	LQ	16
Staphylococcus pseudintermedius	mprF	1.0	1.0	binning-based	LQ	16
Staphylococcus pseudintermedius	norA	1.0	1.0	binning-based	LQ	16
Staphylococcus pseudintermedius	sdrM	1.0	1.0	binning-based	LQ	16
Streptococcus agalactiae	bacA	1.0	1.0	binning-based	LQ	16
Streptococcus agalactiae	dltA	1.0	1.0	binning-based	LQ	16
Streptococcus agalactiae	dltB	1.0	1.0	binning-based	LQ	16
Streptococcus agalactiae	dltC	1.0	1.0	binning-based	LQ	16
Streptococcus agalactiae	dltD	1.0	1.0	binning-based	LQ	16
Streptococcus agalactiae	erm(T)	1.0	0.0	binning-based	LQ	16
Streptococcus agalactiae	mprF	1.0	1.0	binning-based	LQ	16
Streptococcus agalactiae	nsr	1.0	1.0	binning-based	LQ	16
Streptococcus agalactiae	tet(M)	1.0	1.0	binning-based	LQ	16
Streptococcus pyogenes	bacA	1.0	1.0	binning-based	LQ	16
Streptococcus pyogenes	dltA	1.0	1.0	binning-based	LQ	16
Streptococcus pyogenes	dltB	1.0	1.0	binning-based	LQ	16
Streptococcus pyogenes	dltC	1.0	1.0	binning-based	LQ	16
Streptococcus pyogenes	dltD	1.0	1.0	binning-based	LQ	16
Streptococcus suis	ant(6)-I	1.0	1.0	binning-based	LQ	16
Streptococcus suis	bacA	1.0	1.0	binning-based	LQ	16
Streptococcus suis	catA	1.0	1.0	binning-based	LQ	16
Streptococcus suis	dltA	1.0	1.0	binning-based	LQ	16
Streptococcus suis	dltB	1.0	1.0	binning-based	LQ	16
Streptococcus suis	dltC	1.0	1.0	binning-based	LQ	16
Streptococcus suis	dltD	1.0	1.0	binning-based	LQ	16
Streptococcus suis	erm(B)	1.0	1.0	binning-based	LQ	16
Streptococcus suis	tet(L)	1.0	1.0	binning-based	LQ	16
Streptococcus suis	tet(M)	2.0	2.0	binning-based	LQ	16
Streptococcus suis	tet(O)	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	almE	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	almF	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	almG	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	bacA	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	catB	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	dinF	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	emrD	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	tolC	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	varG	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vat*	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vcaM	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vceA	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vceB	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vceC	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vcmA	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vcrM	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vexA	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vexB	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vexC	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vexD	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vexE	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vexF	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vexG	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vexH	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vexI	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vexJ	1.0	1.0	binning-based	LQ	16
Vibrio cholerae	vexK	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	bacA	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	blaCARB	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	catC	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	dinF	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	emrD	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	macA	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	macB	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	mdtL	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	norM	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	qnr*	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	tet(34)	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	tet(35)	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeA	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeB	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeC	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeD	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeE	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeF	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeG	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeH	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeI	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeJ	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeK	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeP	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeQ	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeT	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeU	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeV	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeY	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmeZ	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vmrA	1.0	1.0	binning-based	LQ	16
Vibrio parahaemolyticus	vpoC	1.0	1.0	binning-based	LQ	16
Enterobacter cloacae	mdtB	0.0	1.0	binning-based	LQ	16
Enterobacter hormaechei	mdtB	0.0	1.0	binning-based	LQ	16
unclassified	aac(3)*	0.0	1.0	binning-based	LQ	16
unclassified	acrD	0.0	1.0	binning-based	LQ	16
unclassified	ant(3'')-I	0.0	1.0	binning-based	LQ	16
unclassified	aph(3'')-I	0.0	1.0	binning-based	LQ	16
unclassified	aph(6)-I	0.0	1.0	binning-based	LQ	16
unclassified	arnA	0.0	1.0	binning-based	LQ	16
unclassified	arnB	0.0	1.0	binning-based	LQ	16
unclassified	arnC	0.0	1.0	binning-based	LQ	16
unclassified	arnD	0.0	1.0	binning-based	LQ	16
unclassified	arnE	0.0	1.0	binning-based	LQ	16
unclassified	arnF	0.0	1.0	binning-based	LQ	16
unclassified	arnT	0.0	1.0	binning-based	LQ	16
unclassified	bacA	0.0	3.0	binning-based	LQ	16
unclassified	bla3	0.0	1.0	binning-based	LQ	16
unclassified	blaACT	0.0	1.0	binning-based	LQ	16
unclassified	blaCMH	0.0	1.0	binning-based	LQ	16
unclassified	blaCTX-M	0.0	2.0	binning-based	LQ	16
unclassified	blaKPC	0.0	1.0	binning-based	LQ	16
unclassified	blaOXA	0.0	1.0	binning-based	LQ	16
unclassified	blaTEM	0.0	3.0	binning-based	LQ	16
unclassified	dfrA	0.0	1.0	binning-based	LQ	16
unclassified	dinF	0.0	2.0	binning-based	LQ	16
unclassified	emrA	0.0	2.0	binning-based	LQ	16
unclassified	emrB	0.0	2.0	binning-based	LQ	16
unclassified	floR	0.0	1.0	binning-based	LQ	16
unclassified	fosA	0.0	1.0	binning-based	LQ	16
unclassified	macB	0.0	1.0	binning-based	LQ	16
unclassified	mdfA	0.0	1.0	binning-based	LQ	16
unclassified	norM	0.0	1.0	binning-based	LQ	16
unclassified	qacE	0.0	1.0	binning-based	LQ	16
unclassified	rmtB	0.0	1.0	binning-based	LQ	16
unclassified	sugE	0.0	2.0	binning-based	LQ	16
unclassified	sul2	0.0	1.0	binning-based	LQ	16
unclassified	tet(G)	0.0	1.0	binning-based	LQ	16
unclassified	tolC	0.0	2.0	binning-based	LQ	16
unclassified	vanH	0.0	1.0	binning-based	LQ	16
unclassified	vanM	0.0	1.0	binning-based	LQ	16
Acinetobacter baumannii	abaF	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	abaQ	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	abeM	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	abeS	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	aceI	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	adeA	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	adeB	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	adeF	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	adeG	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	adeH	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	adeI	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	adeJ	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	adeK	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	adeT	2.0	2.0	binning-based	LQ	32
Acinetobacter baumannii	amvA	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	ant(3'')-II	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	bacA	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	blaADC	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	blaOXA	2.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	craA	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	cxpE	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	macA	1.0	1.0	binning-based	LQ	32
Acinetobacter baumannii	macB	1.0	1.0	binning-based	LQ	32
Bacillus cereus	bacA	1.0	1.0	binning-based	LQ	32
Bacillus cereus	bla*	1.0	1.0	binning-based	LQ	32
Bacillus cereus	bla1	1.0	1.0	binning-based	LQ	32
Bacillus cereus	bla2	1.0	1.0	binning-based	LQ	32
Bacillus cereus	bla3	2.0	1.0	binning-based	LQ	32
Bacillus cereus	catA	1.0	1.0	binning-based	LQ	32
Bacillus cereus	dltA	1.0	1.0	binning-based	LQ	32
Bacillus cereus	dltB	1.0	1.0	binning-based	LQ	32
Bacillus cereus	dltC	1.0	1.0	binning-based	LQ	32
Bacillus cereus	dltD	2.0	2.0	binning-based	LQ	32
Bacillus cereus	fosB	1.0	1.0	binning-based	LQ	32
Bacillus cereus	lsa*	1.0	1.0	binning-based	LQ	32
Bacillus cereus	mprF	1.0	1.0	binning-based	LQ	32
Bacillus cereus	satA	1.0	1.0	binning-based	LQ	32
Bacillus cereus	tet*	1.0	1.0	binning-based	LQ	32
Bacillus cereus	vat*	1.0	1.0	binning-based	LQ	32
Campylobacter jejuni	bacA	1.0	1.0	binning-based	LQ	32
Campylobacter jejuni	blaOXA	1.0	1.0	binning-based	LQ	32
Campylobacter jejuni	cmeA	1.0	1.0	binning-based	LQ	32
Campylobacter jejuni	cmeB	1.0	1.0	binning-based	LQ	32
Campylobacter jejuni	cmeC	1.0	1.0	binning-based	LQ	32
Campylobacter jejuni	cmeD	1.0	1.0	binning-based	LQ	32
Campylobacter jejuni	cmeE	1.0	1.0	binning-based	LQ	32
Campylobacter jejuni	cmeF	1.0	1.0	binning-based	LQ	32
Campylobacter jejuni	eptC	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	aac(6')-I	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	acrA	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	acrB	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	acrD	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	arnA	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	arnB	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	arnC	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	arnD	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	arnE	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	arnF	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	arnT	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	bacA	2.0	2.0	binning-based	LQ	32
Citrobacter freundii	bcr	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	blaCMY	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	cbrA	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	dinF	1.0	1.0	binning-based	LQ	32
Citrobacter freundii	emrA	1.0	1.0	binning-based	LQ	32
