species	type	cnt	cnt.est	method	sample	coverage
Acinetobacter baumannii	biocide	1.0	0.0	binning-based	LQ	4
Acinetobacter baumannii	fosfomycin	1.0	1.0	binning-based	LQ	4
Acinetobacter baumannii	macrolide-lincosamide-streptogramin	2.0	2.0	binning-based	LQ	4
Acinetobacter baumannii	multidrug	14.0	9.0	binning-based	LQ	4
Acinetobacter baumannii	phenicol	2.0	2.0	binning-based	LQ	4
Bacillus cereus	bacitracin	1.0	0.0	binning-based	LQ	4
Bacillus cereus	beta-lactam	5.0	4.0	binning-based	LQ	4
Bacillus cereus	defensin	6.0	1.0	binning-based	LQ	4
Bacillus cereus	fosfomycin	1.0	1.0	binning-based	LQ	4
Bacillus cereus	macrolide-lincosamide-streptogramin	2.0	0.0	binning-based	LQ	4
Bacillus cereus	phenicol	1.0	1.0	binning-based	LQ	4
Bacillus cereus	streptothricin	1.0	0.0	binning-based	LQ	4
Bacillus cereus	tetracycline	1.0	1.0	binning-based	LQ	4
Campylobacter jejuni	bacitracin	1.0	1.0	binning-based	LQ	4
Campylobacter jejuni	beta-lactam	1.0	1.0	binning-based	LQ	4
Campylobacter jejuni	colistin	1.0	1.0	binning-based	LQ	4
Campylobacter jejuni	multidrug	6.0	4.0	binning-based	LQ	4
Citrobacter freundii	aminoglycoside	1.0	0.0	binning-based	LQ	4
Citrobacter freundii	bacitracin	2.0	2.0	binning-based	LQ	4
Citrobacter freundii	bacteriocin	2.0	1.0	binning-based	LQ	4
Citrobacter freundii	beta-lactam	1.0	1.0	binning-based	LQ	4
Citrobacter freundii	biocide	3.0	2.0	binning-based	LQ	4
Citrobacter freundii	colistin	10.0	0.0	binning-based	LQ	4
Citrobacter freundii	fosmidomycin	1.0	1.0	binning-based	LQ	4
Citrobacter freundii	macrolide-lincosamide-streptogramin	2.0	0.0	binning-based	LQ	4
Citrobacter freundii	multidrug	24.0	5.0	binning-based	LQ	4
Clostridioides difficile	bacitracin	2.0	2.0	binning-based	LQ	4
Clostridioides difficile	beta-lactam	1.0	1.0	binning-based	LQ	4
Clostridioides difficile	biocide	1.0	1.0	binning-based	LQ	4
Clostridioides difficile	defensin	3.0	3.0	binning-based	LQ	4
Clostridioides difficile	glycopeptide	2.0	1.0	binning-based	LQ	4
Clostridioides difficile	macrolide-lincosamide-streptogramin	1.0	0.0	binning-based	LQ	4
Clostridioides difficile	multidrug	2.0	1.0	binning-based	LQ	4
Clostridioides difficile	nitroimidazole	1.0	1.0	binning-based	LQ	4
Enterobacter cloacae	bacitracin	2.0	0.0	binning-based	LQ	4
Enterobacter cloacae	bacteriocin	1.0	0.0	binning-based	LQ	4
Enterobacter cloacae	beta-lactam	2.0	0.0	binning-based	LQ	4
Enterobacter cloacae	biocide	2.0	0.0	binning-based	LQ	4
Enterobacter cloacae	colistin	10.0	0.0	binning-based	LQ	4
Enterobacter cloacae	fosfomycin	1.0	0.0	binning-based	LQ	4
Enterobacter cloacae	fosmidomycin	1.0	0.0	binning-based	LQ	4
Enterobacter cloacae	macrolide-lincosamide-streptogramin	2.0	0.0	binning-based	LQ	4
Enterobacter cloacae	multidrug	21.0	0.0	binning-based	LQ	4
Enterobacter hormaechei	bacitracin	2.0	0.0	binning-based	LQ	4
Enterobacter hormaechei	bacteriocin	1.0	0.0	binning-based	LQ	4
Enterobacter hormaechei	beta-lactam	1.0	0.0	binning-based	LQ	4
Enterobacter hormaechei	biocide	2.0	0.0	binning-based	LQ	4
Enterobacter hormaechei	colistin	10.0	0.0	binning-based	LQ	4
Enterobacter hormaechei	fosfomycin	1.0	0.0	binning-based	LQ	4
Enterobacter hormaechei	fosmidomycin	1.0	0.0	binning-based	LQ	4
Enterobacter hormaechei	macrolide-lincosamide-streptogramin	3.0	0.0	binning-based	LQ	4
Enterobacter hormaechei	multidrug	19.0	0.0	binning-based	LQ	4
Enterobacter hormaechei	phenicol	1.0	0.0	binning-based	LQ	4
Enterococcus faecium	aminoglycoside	2.0	2.0	binning-based	LQ	4
Enterococcus faecium	bacitracin	1.0	0.0	binning-based	LQ	4
Enterococcus faecium	defensin	6.0	6.0	binning-based	LQ	4
Enterococcus faecium	fosfomycin	1.0	0.0	binning-based	LQ	4
Enterococcus faecium	glycopeptide	2.0	2.0	binning-based	LQ	4
Enterococcus faecium	macrolide-lincosamide-streptogramin	1.0	1.0	binning-based	LQ	4
Enterococcus faecium	multidrug	3.0	3.0	binning-based	LQ	4
Escherichia coli	bacitracin	2.0	0.0	binning-based	LQ	4
Escherichia coli	bacteriocin	2.0	0.0	binning-based	LQ	4
Escherichia coli	beta-lactam	1.0	0.0	binning-based	LQ	4
Escherichia coli	biocide	2.0	0.0	binning-based	LQ	4
Escherichia coli	colistin	10.0	0.0	binning-based	LQ	4
Escherichia coli	fosmidomycin	1.0	0.0	binning-based	LQ	4
Escherichia coli	macrolide-lincosamide-streptogramin	2.0	0.0	binning-based	LQ	4
Escherichia coli	multidrug	30.0	0.0	binning-based	LQ	4
Klebsiella pneumoniae	aminoglycoside	5.0	0.0	binning-based	LQ	4
Klebsiella pneumoniae	bacitracin	2.0	1.0	binning-based	LQ	4
Klebsiella pneumoniae	beta-lactam	7.0	0.0	binning-based	LQ	4
Klebsiella pneumoniae	biocide	4.0	1.0	binning-based	LQ	4
Klebsiella pneumoniae	colistin	10.0	8.0	binning-based	LQ	4
Klebsiella pneumoniae	fosfomycin	1.0	0.0	binning-based	LQ	4
Klebsiella pneumoniae	fosmidomycin	1.0	1.0	binning-based	LQ	4
Klebsiella pneumoniae	macrolide-lincosamide-streptogramin	2.0	0.0	binning-based	LQ	4
Klebsiella pneumoniae	multidrug	27.0	12.0	binning-based	LQ	4
Klebsiella pneumoniae	phenicol	1.0	0.0	binning-based	LQ	4
Klebsiella pneumoniae	sulfonamide	1.0	0.0	binning-based	LQ	4
Klebsiella pneumoniae	tetracycline	1.0	0.0	binning-based	LQ	4
Klebsiella pneumoniae	trimethoprim	1.0	0.0	binning-based	LQ	4
Legionella pneumophila	aminoglycoside	1.0	1.0	binning-based	LQ	4
Legionella pneumophila	beta-lactam	1.0	0.0	binning-based	LQ	4
Legionella pneumophila	biocide	1.0	0.0	binning-based	LQ	4
Listeria monocytogenes	bacteriocin	2.0	2.0	binning-based	LQ	4
Listeria monocytogenes	biocide	4.0	4.0	binning-based	LQ	4
Listeria monocytogenes	defensin	5.0	4.0	binning-based	LQ	4
Listeria monocytogenes	fosfomycin	1.0	1.0	binning-based	LQ	4
Listeria monocytogenes	macrolide-lincosamide-streptogramin	1.0	1.0	binning-based	LQ	4
Listeria monocytogenes	multidrug	5.0	5.0	binning-based	LQ	4
Listeria monocytogenes	rifamycin	1.0	0.0	binning-based	LQ	4
Mycobacterium tuberculosis	aminoglycoside	1.0	1.0	binning-based	LQ	4
Mycobacterium tuberculosis	bacitracin	1.0	1.0	binning-based	LQ	4
Mycobacterium tuberculosis	beta-lactam	1.0	1.0	binning-based	LQ	4
Mycobacterium tuberculosis	defensin	1.0	1.0	binning-based	LQ	4
Mycobacterium tuberculosis	doxorubicin	2.0	2.0	binning-based	LQ	4
Mycobacterium tuberculosis	macrolide-lincosamide-streptogramin	1.0	1.0	binning-based	LQ	4
Mycobacterium tuberculosis	multidrug	7.0	7.0	binning-based	LQ	4
Mycobacterium tuberculosis	quinolone	1.0	0.0	binning-based	LQ	4
Neisseria gonorrhoeae	bacitracin	1.0	1.0	binning-based	LQ	4
Neisseria gonorrhoeae	fatty_acid	2.0	4.0	binning-based	LQ	4
Neisseria gonorrhoeae	macrolide-lincosamide-streptogramin	2.0	4.0	binning-based	LQ	4
Neisseria gonorrhoeae	multidrug	4.0	5.0	binning-based	LQ	4
Neisseria gonorrhoeae	sulfonamide	1.0	1.0	binning-based	LQ	4
Neisseria meningitidis	bacitracin	1.0	0.0	binning-based	LQ	4
Neisseria meningitidis	fatty_acid	2.0	0.0	binning-based	LQ	4
Neisseria meningitidis	macrolide-lincosamide-streptogramin	2.0	0.0	binning-based	LQ	4
Neisseria meningitidis	multidrug	4.0	0.0	binning-based	LQ	4
Neisseria meningitidis	sulfonamide	1.0	0.0	binning-based	LQ	4
Providencia alcalifaciens	aminoglycoside	1.0	1.0	binning-based	LQ	4
Providencia alcalifaciens	bacitracin	1.0	1.0	binning-based	LQ	4
Providencia alcalifaciens	beta-lactam	1.0	1.0	binning-based	LQ	4
Providencia alcalifaciens	biocide	1.0	1.0	binning-based	LQ	4
Providencia alcalifaciens	colistin	8.0	5.0	binning-based	LQ	4
Providencia alcalifaciens	macrolide-lincosamide-streptogramin	2.0	2.0	binning-based	LQ	4
Providencia alcalifaciens	multidrug	13.0	10.0	binning-based	LQ	4
Providencia alcalifaciens	quinolone	1.0	1.0	binning-based	LQ	4
Pseudomonas aeruginosa	aminoglycoside	1.0	1.0	binning-based	LQ	4
Pseudomonas aeruginosa	bacitracin	1.0	1.0	binning-based	LQ	4
Pseudomonas aeruginosa	beta-lactam	2.0	2.0	binning-based	LQ	4
Pseudomonas aeruginosa	biocide	6.0	1.0	binning-based	LQ	4
Pseudomonas aeruginosa	colistin	9.0	8.0	binning-based	LQ	4
Pseudomonas aeruginosa	defensin	1.0	0.0	binning-based	LQ	4
Pseudomonas aeruginosa	fosfomycin	1.0	1.0	binning-based	LQ	4
Pseudomonas aeruginosa	macrolide-lincosamide-streptogramin	1.0	0.0	binning-based	LQ	4
Pseudomonas aeruginosa	multidrug	30.0	22.0	binning-based	LQ	4
Pseudomonas aeruginosa	phenicol	1.0	1.0	binning-based	LQ	4
Salmonella enterica	aminoglycoside	1.0	2.0	binning-based	LQ	4
Salmonella enterica	bacitracin	2.0	1.0	binning-based	LQ	4
Salmonella enterica	bacteriocin	1.0	1.0	binning-based	LQ	4
Salmonella enterica	biocide	3.0	1.0	binning-based	LQ	4
Salmonella enterica	colistin	10.0	8.0	binning-based	LQ	4
Salmonella enterica	fosmidomycin	1.0	0.0	binning-based	LQ	4
Salmonella enterica	macrolide-lincosamide-streptogramin	2.0	2.0	binning-based	LQ	4
Salmonella enterica	multidrug	25.0	20.0	binning-based	LQ	4
Staphylococcus aureus	bacitracin	1.0	0.0	binning-based	LQ	4
Staphylococcus aureus	bacteriocin	2.0	0.0	binning-based	LQ	4
Staphylococcus aureus	biocide	1.0	1.0	binning-based	LQ	4
Staphylococcus aureus	defensin	9.0	9.0	binning-based	LQ	4
Staphylococcus aureus	fatty_acid	1.0	1.0	binning-based	LQ	4
Staphylococcus aureus	fosfomycin	1.0	1.0	binning-based	LQ	4
Staphylococcus aureus	multidrug	8.0	6.0	binning-based	LQ	4
Staphylococcus aureus	tetracycline	1.0	1.0	binning-based	LQ	4
Staphylococcus pseudintermedius	bacitracin	1.0	1.0	binning-based	LQ	4
Staphylococcus pseudintermedius	beta-lactam	1.0	1.0	binning-based	LQ	4
Staphylococcus pseudintermedius	defensin	5.0	1.0	binning-based	LQ	4
Staphylococcus pseudintermedius	multidrug	2.0	2.0	binning-based	LQ	4
Streptococcus agalactiae	bacitracin	1.0	1.0	binning-based	LQ	4
Streptococcus agalactiae	bacteriocin	1.0	1.0	binning-based	LQ	4
Streptococcus agalactiae	defensin	5.0	5.0	binning-based	LQ	4
Streptococcus agalactiae	macrolide-lincosamide-streptogramin	1.0	0.0	binning-based	LQ	4
Streptococcus agalactiae	tetracycline	1.0	1.0	binning-based	LQ	4
Streptococcus pyogenes	bacitracin	1.0	1.0	binning-based	LQ	4
Streptococcus pyogenes	defensin	4.0	4.0	binning-based	LQ	4
Streptococcus suis	aminoglycoside	1.0	0.0	binning-based	LQ	4
Streptococcus suis	bacitracin	1.0	1.0	binning-based	LQ	4
Streptococcus suis	defensin	4.0	4.0	binning-based	LQ	4
Streptococcus suis	macrolide-lincosamide-streptogramin	1.0	0.0	binning-based	LQ	4
Streptococcus suis	phenicol	1.0	0.0	binning-based	LQ	4
Streptococcus suis	tetracycline	4.0	1.0	binning-based	LQ	4
Vibrio cholerae	bacitracin	1.0	1.0	binning-based	LQ	4
Vibrio cholerae	beta-lactam	1.0	1.0	binning-based	LQ	4
Vibrio cholerae	biocide	1.0	2.0	binning-based	LQ	4
Vibrio cholerae	colistin	3.0	3.0	binning-based	LQ	4
Vibrio cholerae	macrolide-lincosamide-streptogramin	1.0	0.0	binning-based	LQ	4
Vibrio cholerae	multidrug	19.0	20.0	binning-based	LQ	4
Vibrio cholerae	phenicol	1.0	2.0	binning-based	LQ	4
Vibrio parahaemolyticus	bacitracin	1.0	1.0	binning-based	LQ	4
Vibrio parahaemolyticus	beta-lactam	1.0	1.0	binning-based	LQ	4
Vibrio parahaemolyticus	biocide	5.0	3.0	binning-based	LQ	4
Vibrio parahaemolyticus	macrolide-lincosamide-streptogramin	2.0	2.0	binning-based	LQ	4
Vibrio parahaemolyticus	multidrug	19.0	14.0	binning-based	LQ	4
Vibrio parahaemolyticus	phenicol	1.0	0.0	binning-based	LQ	4
Vibrio parahaemolyticus	quinolone	1.0	0.0	binning-based	LQ	4
Vibrio parahaemolyticus	tetracycline	2.0	2.0	binning-based	LQ	4
unclassified	aminoglycoside	0.0	6.0	binning-based	LQ	4
unclassified	bacitracin	0.0	6.0	binning-based	LQ	4
unclassified	bacteriocin	0.0	4.0	binning-based	LQ	4
unclassified	beta-lactam	0.0	6.0	binning-based	LQ	4
unclassified	biocide	0.0	5.0	binning-based	LQ	4
unclassified	colistin	0.0	23.0	binning-based	LQ	4
unclassified	fosfomycin	0.0	2.0	binning-based	LQ	4
unclassified	fosmidomycin	0.0	4.0	binning-based	LQ	4
unclassified	macrolide-lincosamide-streptogramin	0.0	4.0	binning-based	LQ	4
unclassified	multidrug	0.0	70.0	binning-based	LQ	4
unclassified	phenicol	0.0	3.0	binning-based	LQ	4
unclassified	sulfonamide	0.0	1.0	binning-based	LQ	4
unclassified	tetracycline	0.0	4.0	binning-based	LQ	4
unclassified	trimethoprim	0.0	1.0	binning-based	LQ	4
Acinetobacter baumannii	aminoglycoside	1.0	1.0	binning-based	LQ	8
Acinetobacter baumannii	bacitracin	1.0	1.0	binning-based	LQ	8
Acinetobacter baumannii	beta-lactam	3.0	2.0	binning-based	LQ	8
Acinetobacter baumannii	biocide	1.0	1.0	binning-based	LQ	8
Acinetobacter baumannii	fosfomycin	1.0	1.0	binning-based	LQ	8
Acinetobacter baumannii	macrolide-lincosamide-streptogramin	2.0	2.0	binning-based	LQ	8
Acinetobacter baumannii	multidrug	14.0	14.0	binning-based	LQ	8
Acinetobacter baumannii	phenicol	2.0	2.0	binning-based	LQ	8
Bacillus cereus	bacitracin	1.0	1.0	binning-based	LQ	8
Bacillus cereus	beta-lactam	5.0	4.0	binning-based	LQ	8
Bacillus cereus	defensin	6.0	6.0	binning-based	LQ	8
Bacillus cereus	fosfomycin	1.0	1.0	binning-based	LQ	8
Bacillus cereus	macrolide-lincosamide-streptogramin	2.0	2.0	binning-based	LQ	8
Bacillus cereus	phenicol	1.0	1.0	binning-based	LQ	8
Bacillus cereus	streptothricin	1.0	1.0	binning-based	LQ	8
Bacillus cereus	tetracycline	1.0	1.0	binning-based	LQ	8
Campylobacter jejuni	bacitracin	1.0	1.0	binning-based	LQ	8
Campylobacter jejuni	beta-lactam	1.0	1.0	binning-based	LQ	8
Campylobacter jejuni	colistin	1.0	1.0	binning-based	LQ	8
Campylobacter jejuni	multidrug	6.0	6.0	binning-based	LQ	8
Citrobacter freundii	aminoglycoside	1.0	0.0	binning-based	LQ	8
Citrobacter freundii	bacitracin	2.0	1.0	binning-based	LQ	8
Citrobacter freundii	bacteriocin	2.0	1.0	binning-based	LQ	8
Citrobacter freundii	beta-lactam	1.0	1.0	binning-based	LQ	8
Citrobacter freundii	biocide	3.0	2.0	binning-based	LQ	8
Citrobacter freundii	colistin	10.0	2.0	binning-based	LQ	8
Citrobacter freundii	fosmidomycin	1.0	0.0	binning-based	LQ	8
Citrobacter freundii	macrolide-lincosamide-streptogramin	2.0	0.0	binning-based	LQ	8
Citrobacter freundii	multidrug	24.0	6.0	binning-based	LQ	8
Clostridioides difficile	bacitracin	2.0	2.0	binning-based	LQ	8
Clostridioides difficile	beta-lactam	1.0	1.0	binning-based	LQ	8
Clostridioides difficile	biocide	1.0	1.0	binning-based	LQ	8
Clostridioides difficile	defensin	3.0	3.0	binning-based	LQ	8
Clostridioides difficile	glycopeptide	2.0	2.0	binning-based	LQ	8
Clostridioides difficile	macrolide-lincosamide-streptogramin	1.0	1.0	binning-based	LQ	8
Clostridioides difficile	multidrug	2.0	1.0	binning-based	LQ	8
Clostridioides difficile	nitroimidazole	1.0	1.0	binning-based	LQ	8
Enterobacter cloacae	bacitracin	2.0	1.0	binning-based	LQ	8
Enterobacter cloacae	bacteriocin	1.0	1.0	binning-based	LQ	8
Enterobacter cloacae	beta-lactam	2.0	1.0	binning-based	LQ	8
Enterobacter cloacae	biocide	2.0	2.0	binning-based	LQ	8
Enterobacter cloacae	colistin	10.0	2.0	binning-based	LQ	8
Enterobacter cloacae	fosfomycin	1.0	0.0	binning-based	LQ	8
Enterobacter cloacae	fosmidomycin	1.0	0.0	binning-based	LQ	8
Enterobacter cloacae	macrolide-lincosamide-streptogramin	2.0	0.0	binning-based	LQ	8
Enterobacter cloacae	multidrug	21.0	11.0	binning-based	LQ	8
Enterobacter hormaechei	bacitracin	2.0	1.0	binning-based	LQ	8
Enterobacter hormaechei	bacteriocin	1.0	0.0	binning-based	LQ	8
Enterobacter hormaechei	beta-lactam	1.0	0.0	binning-based	LQ	8
Enterobacter hormaechei	biocide	2.0	0.0	binning-based	LQ	8
Enterobacter hormaechei	colistin	10.0	9.0	binning-based	LQ	8
Enterobacter hormaechei	fosfomycin	1.0	0.0	binning-based	LQ	8
Enterobacter hormaechei	fosmidomycin	1.0	1.0	binning-based	LQ	8
Enterobacter hormaechei	macrolide-lincosamide-streptogramin	3.0	1.0	binning-based	LQ	8
Enterobacter hormaechei	multidrug	19.0	14.0	binning-based	LQ	8
Enterobacter hormaechei	phenicol	1.0	1.0	binning-based	LQ	8
Enterococcus faecium	aminoglycoside	2.0	2.0	binning-based	LQ	8
Enterococcus faecium	bacitracin	1.0	1.0	binning-based	LQ	8
Enterococcus faecium	defensin	6.0	6.0	binning-based	LQ	8
Enterococcus faecium	fosfomycin	1.0	1.0	binning-based	LQ	8
Enterococcus faecium	glycopeptide	2.0	0.0	binning-based	LQ	8
Enterococcus faecium	macrolide-lincosamide-streptogramin	1.0	1.0	binning-based	LQ	8
Enterococcus faecium	multidrug	3.0	3.0	binning-based	LQ	8
Escherichia coli	bacitracin	2.0	2.0	binning-based	LQ	8
Escherichia coli	bacteriocin	2.0	0.0	binning-based	LQ	8
Escherichia coli	beta-lactam	1.0	1.0	binning-based	LQ	8
Escherichia coli	biocide	2.0	2.0	binning-based	LQ	8
Escherichia coli	colistin	10.0	1.0	binning-based	LQ	8
Escherichia coli	fosmidomycin	1.0	0.0	binning-based	LQ	8
Escherichia coli	macrolide-lincosamide-streptogramin	2.0	2.0	binning-based	LQ	8
Escherichia coli	multidrug	30.0	19.0	binning-based	LQ	8
Klebsiella pneumoniae	aminoglycoside	5.0	0.0	binning-based	LQ	8
Klebsiella pneumoniae	bacitracin	2.0	2.0	binning-based	LQ	8
Klebsiella pneumoniae	beta-lactam	7.0	1.0	binning-based	LQ	8
Klebsiella pneumoniae	biocide	4.0	3.0	binning-based	LQ	8
Klebsiella pneumoniae	colistin	10.0	10.0	binning-based	LQ	8
Klebsiella pneumoniae	fosfomycin	1.0	1.0	binning-based	LQ	8
Klebsiella pneumoniae	fosmidomycin	1.0	1.0	binning-based	LQ	8
Klebsiella pneumoniae	macrolide-lincosamide-streptogramin	2.0	2.0	binning-based	LQ	8
Klebsiella pneumoniae	multidrug	27.0	26.0	binning-based	LQ	8
Klebsiella pneumoniae	phenicol	1.0	0.0	binning-based	LQ	8
Klebsiella pneumoniae	sulfonamide	1.0	0.0	binning-based	LQ	8
Klebsiella pneumoniae	tetracycline	1.0	0.0	binning-based	LQ	8
Klebsiella pneumoniae	trimethoprim	1.0	0.0	binning-based	LQ	8
Legionella pneumophila	aminoglycoside	1.0	1.0	binning-based	LQ	8
Legionella pneumophila	beta-lactam	1.0	1.0	binning-based	LQ	8
Legionella pneumophila	biocide	1.0	1.0	binning-based	LQ	8
Listeria monocytogenes	bacteriocin	2.0	2.0	binning-based	LQ	8
Listeria monocytogenes	biocide	4.0	4.0	binning-based	LQ	8
Listeria monocytogenes	defensin	5.0	5.0	binning-based	LQ	8
Listeria monocytogenes	fosfomycin	1.0	1.0	binning-based	LQ	8
Listeria monocytogenes	macrolide-lincosamide-streptogramin	1.0	1.0	binning-based	LQ	8
Listeria monocytogenes	multidrug	5.0	5.0	binning-based	LQ	8
Listeria monocytogenes	rifamycin	1.0	1.0	binning-based	LQ	8
Mycobacterium tuberculosis	aminoglycoside	1.0	1.0	binning-based	LQ	8
Mycobacterium tuberculosis	bacitracin	1.0	1.0	binning-based	LQ	8
Mycobacterium tuberculosis	beta-lactam	1.0	1.0	binning-based	LQ	8
Mycobacterium tuberculosis	defensin	1.0	1.0	binning-based	LQ	8
Mycobacterium tuberculosis	doxorubicin	2.0	2.0	binning-based	LQ	8
Mycobacterium tuberculosis	macrolide-lincosamide-streptogramin	1.0	1.0	binning-based	LQ	8
Mycobacterium tuberculosis	multidrug	7.0	7.0	binning-based	LQ	8
Mycobacterium tuberculosis	quinolone	1.0	1.0	binning-based	LQ	8
Neisseria gonorrhoeae	bacitracin	1.0	1.0	binning-based	LQ	8
Neisseria gonorrhoeae	fatty_acid	2.0	2.0	binning-based	LQ	8
Neisseria gonorrhoeae	macrolide-lincosamide-streptogramin	2.0	4.0	binning-based	LQ	8
Neisseria gonorrhoeae	multidrug	4.0	4.0	binning-based	LQ	8
Neisseria gonorrhoeae	sulfonamide	1.0	1.0	binning-based	LQ	8
Neisseria meningitidis	bacitracin	1.0	1.0	binning-based	LQ	8
Neisseria meningitidis	fatty_acid	2.0	2.0	binning-based	LQ	8
Neisseria meningitidis	macrolide-lincosamide-streptogramin	2.0	0.0	binning-based	LQ	8
Neisseria meningitidis	multidrug	4.0	3.0	binning-based	LQ	8
Neisseria meningitidis	sulfonamide	1.0	1.0	binning-based	LQ	8
Providencia alcalifaciens	aminoglycoside	1.0	1.0	binning-based	LQ	8
Providencia alcalifaciens	bacitracin	1.0	1.0	binning-based	LQ	8
Providencia alcalifaciens	beta-lactam	1.0	2.0	binning-based	LQ	8
Providencia alcalifaciens	biocide	1.0	1.0	binning-based	LQ	8
Providencia alcalifaciens	colistin	8.0	8.0	binning-based	LQ	8
Providencia alcalifaciens	macrolide-lincosamide-streptogramin	2.0	4.0	binning-based	LQ	8
Providencia alcalifaciens	multidrug	13.0	22.0	binning-based	LQ	8
Providencia alcalifaciens	quinolone	1.0	2.0	binning-based	LQ	8
Pseudomonas aeruginosa	aminoglycoside	1.0	1.0	binning-based	LQ	8
Pseudomonas aeruginosa	bacitracin	1.0	1.0	binning-based	LQ	8
Pseudomonas aeruginosa	beta-lactam	2.0	2.0	binning-based	LQ	8
Pseudomonas aeruginosa	biocide	6.0	6.0	binning-based	LQ	8
Pseudomonas aeruginosa	colistin	9.0	9.0	binning-based	LQ	8
Pseudomonas aeruginosa	defensin	1.0	1.0	binning-based	LQ	8
Pseudomonas aeruginosa	fosfomycin	1.0	1.0	binning-based	LQ	8
Pseudomonas aeruginosa	macrolide-lincosamide-streptogramin	1.0	1.0	binning-based	LQ	8
Pseudomonas aeruginosa	multidrug	30.0	30.0	binning-based	LQ	8
Pseudomonas aeruginosa	phenicol	1.0	1.0	binning-based	LQ	8
Salmonella enterica	aminoglycoside	1.0	1.0	binning-based	LQ	8
Salmonella enterica	bacitracin	2.0	1.0	binning-based	LQ	8
Salmonella enterica	bacteriocin	1.0	1.0	binning-based	LQ	8
Salmonella enterica	biocide	3.0	1.0	binning-based	LQ	8
Salmonella enterica	colistin	10.0	9.0	binning-based	LQ	8
Salmonella enterica	fosmidomycin	1.0	1.0	binning-based	LQ	8
Salmonella enterica	macrolide-lincosamide-streptogramin	2.0	0.0	binning-based	LQ	8
Salmonella enterica	multidrug	25.0	21.0	binning-based	LQ	8
Staphylococcus aureus	bacitracin	1.0	1.0	binning-based	LQ	8
Staphylococcus aureus	bacteriocin	2.0	1.0	binning-based	LQ	8
Staphylococcus aureus	biocide	1.0	1.0	binning-based	LQ	8
Staphylococcus aureus	defensin	9.0	9.0	binning-based	LQ	8
Staphylococcus aureus	fatty_acid	1.0	1.0	binning-based	LQ	8
Staphylococcus aureus	fosfomycin	1.0	1.0	binning-based	LQ	8
Staphylococcus aureus	multidrug	8.0	7.0	binning-based	LQ	8
Staphylococcus aureus	tetracycline	1.0	1.0	binning-based	LQ	8
Staphylococcus pseudintermedius	bacitracin	1.0	1.0	binning-based	LQ	8
Staphylococcus pseudintermedius	beta-lactam	1.0	1.0	binning-based	LQ	8
Staphylococcus pseudintermedius	defensin	5.0	5.0	binning-based	LQ	8
Staphylococcus pseudintermedius	multidrug	2.0	2.0	binning-based	LQ	8
Streptococcus agalactiae	bacitracin	1.0	1.0	binning-based	LQ	8
Streptococcus agalactiae	bacteriocin	1.0	1.0	binning-based	LQ	8
Streptococcus agalactiae	defensin	5.0	5.0	binning-based	LQ	8
Streptococcus agalactiae	macrolide-lincosamide-streptogramin	1.0	0.0	binning-based	LQ	8
Streptococcus agalactiae	tetracycline	1.0	1.0	binning-based	LQ	8
Streptococcus pyogenes	bacitracin	1.0	1.0	binning-based	LQ	8
Streptococcus pyogenes	defensin	4.0	4.0	binning-based	LQ	8
Streptococcus suis	aminoglycoside	1.0	1.0	binning-based	LQ	8
Streptococcus suis	bacitracin	1.0	1.0	binning-based	LQ	8
Streptococcus suis	defensin	4.0	4.0	binning-based	LQ	8
Streptococcus suis	macrolide-lincosamide-streptogramin	1.0	1.0	binning-based	LQ	8
Streptococcus suis	phenicol	1.0	1.0	binning-based	LQ	8
Streptococcus suis	tetracycline	4.0	4.0	binning-based	LQ	8
Vibrio cholerae	bacitracin	1.0	1.0	binning-based	LQ	8
Vibrio cholerae	beta-lactam	1.0	1.0	binning-based	LQ	8
Vibrio cholerae	biocide	1.0	1.0	binning-based	LQ	8
Vibrio cholerae	colistin	3.0	3.0	binning-based	LQ	8
Vibrio cholerae	macrolide-lincosamide-streptogramin	1.0	1.0	binning-based	LQ	8
Vibrio cholerae	multidrug	19.0	19.0	binning-based	LQ	8
Vibrio cholerae	phenicol	1.0	1.0	binning-based	LQ	8
Vibrio parahaemolyticus	bacitracin	1.0	1.0	binning-based	LQ	8
Vibrio parahaemolyticus	beta-lactam	1.0	0.0	binning-based	LQ	8
Vibrio parahaemolyticus	biocide	5.0	5.0	binning-based	LQ	8
Vibrio parahaemolyticus	macrolide-lincosamide-streptogramin	2.0	0.0	binning-based	LQ	8
Vibrio parahaemolyticus	multidrug	19.0	10.0	binning-based	LQ	8
Vibrio parahaemolyticus	phenicol	1.0	0.0	binning-based	LQ	8
Vibrio parahaemolyticus	quinolone	1.0	0.0	binning-based	LQ	8
Vibrio parahaemolyticus	tetracycline	2.0	2.0	binning-based	LQ	8
Providencia alcalifaciens	phenicol	0.0	1.0	binning-based	LQ	8
unclassified	aminoglycoside	0.0	6.0	binning-based	LQ	8
unclassified	bacitracin	0.0	3.0	binning-based	LQ	8
unclassified	bacteriocin	0.0	3.0	binning-based	LQ	8
unclassified	beta-lactam	0.0	8.0	binning-based	LQ	8
unclassified	biocide	0.0	5.0	binning-based	LQ	8
unclassified	colistin	0.0	26.0	binning-based	LQ	8
unclassified	fosfomycin	0.0	1.0	binning-based	LQ	8
unclassified	fosmidomycin	0.0	3.0	binning-based	LQ	8
unclassified	glycopeptide	0.0	2.0	binning-based	LQ	8
